1130,Hands-free device/speakerphone use with mobile phone in last 3 month
1140,Difference in mobile phone use compared to two years previously
1140,Difference in mobile phone use compared to two years previously
1140,Difference in mobile phone use compared to two years previously
1150_1,Usual side of head for mobile phone use: Left
1150_1,Usual side of head for mobile phone use: Left
1150_1,Usual side of head for mobile phone use: Left
1150_2,Usual side of head for mobile phone use: Right
1150_2,Usual side of head for mobile phone use: Right
1150_2,Usual side of head for mobile phone use: Right
1150_3,Usual side of head for mobile phone use: Equally left and right
1150_3,Usual side of head for mobile phone use: Equally left and right
1150_3,Usual side of head for mobile phone use: Equally left and right
1160,Sleep duration
1160,Sleep duration
1160,Sleep duration
1170,Getting up in morning
1170,Getting up in morning
1170,Getting up in morning
1180,Morning/evening person (chronotype)
1180,Morning/evening person (chronotype)
1180,Morning/evening person (chronotype)
1190,Nap during day
1190,Nap during day
1190,Nap during day
1200,Sleeplessness / insomnia
1200,Sleeplessness / insomnia
1200,Sleeplessness / insomnia
1210,Snoring
1210,Snoring
1210,Snoring
1220,Daytime dozing / sleeping (narcolepsy)
1220,Daytime dozing / sleeping (narcolepsy)
1220,Daytime dozing / sleeping (narcolepsy)
12336_irnt,Ventricular rate
12336_irnt,Ventricular rate
12336_irnt,Ventricular rate
12336_raw,Ventricular rate
12336_raw,Ventricular rate
12336_raw,Ventricular rate
12338_irnt,P duration
12338_irnt,P duration
12338_irnt,P duration
12338_raw,P duration
12338_raw,P duration
12338_raw,P duration
12340_irnt,QRS duration
12340_irnt,QRS duration
12340_irnt,QRS duration
12340_raw,QRS duration
12340_raw,QRS duration
12340_raw,QRS duration
1239,Current tobacco smoking
1239,Current tobacco smoking
1239,Current tobacco smoking
1249,Past tobacco smoking
1249,Past tobacco smoking
1249,Past tobacco smoking
1259,Smoking/smokers in household
1259,Smoking/smokers in household
1259,Smoking/smokers in household
1269,Exposure to tobacco smoke at home
1269,Exposure to tobacco smoke at home
1269,Exposure to tobacco smoke at home
1279,Exposure to tobacco smoke outside home
1279,Exposure to tobacco smoke outside home
1279,Exposure to tobacco smoke outside home
1289,Cooked vegetable intake
1289,Cooked vegetable intake
1289,Cooked vegetable intake
129_irnt,Place of birth in UK - north co-ordinate
129_irnt,Place of birth in UK - north co-ordinate
129_irnt,Place of birth in UK - north co-ordinate
129_raw,Place of birth in UK - north co-ordinate
129_raw,Place of birth in UK - north co-ordinate
129_raw,Place of birth in UK - north co-ordinate
1299,Salad / raw vegetable intake
1299,Salad / raw vegetable intake
1299,Salad / raw vegetable intake
130_irnt,Place of birth in UK - east co-ordinate
130_irnt,Place of birth in UK - east co-ordinate
130_irnt,Place of birth in UK - east co-ordinate
130_raw,Place of birth in UK - east co-ordinate
130_raw,Place of birth in UK - east co-ordinate
130_raw,Place of birth in UK - east co-ordinate
1309,Fresh fruit intake
1309,Fresh fruit intake
1309,Fresh fruit intake
1319,Dried fruit intake
1319,Dried fruit intake
1319,Dried fruit intake
1329,Oily fish intake
1329,Oily fish intake
1329,Oily fish intake
1339,Non-oily fish intake
1339,Non-oily fish intake
1339,Non-oily fish intake
134,Number of self-reported cancers
134,Number of self-reported cancers
1349,Processed meat intake
1349,Processed meat intake
1349,Processed meat intake
135,Number of self-reported non-cancer illnesses
135,Number of self-reported non-cancer illnesses
1359,Poultry intake
1359,Poultry intake
1359,Poultry intake
136,"Number of operations, self-reported"
136,"Number of operations, self-reported"
136,"Number of operations, self-reported"
1369,Beef intake
1369,Beef intake
1369,Beef intake
137,Number of treatments/medications taken
137,Number of treatments/medications taken
137,Number of treatments/medications taken
1379,Lamb/mutton intake
1379,Lamb/mutton intake
1379,Lamb/mutton intake
1389,Pork intake
1389,Pork intake
1389,Pork intake
1408,Cheese intake
1408,Cheese intake
1408,Cheese intake
1418_1,Milk type used: Full cream
1418_1,Milk type used: Full cream
1418_1,Milk type used: Full cream
1418_2,Milk type used: Semi-skimmed
1418_2,Milk type used: Semi-skimmed
1418_2,Milk type used: Semi-skimmed
1418_3,Milk type used: Skimmed
1418_3,Milk type used: Skimmed
1418_3,Milk type used: Skimmed
1418_4,Milk type used: Soya
1418_4,Milk type used: Soya
1418_4,Milk type used: Soya
1418_5,Milk type used: Other type of milk
1418_5,Milk type used: Other type of milk
1418_5,Milk type used: Other type of milk
1418_6,Milk type used: Never/rarely have milk
1418_6,Milk type used: Never/rarely have milk
1418_6,Milk type used: Never/rarely have milk
1428_0,Spread type: Never/rarely use spread
1428_0,Spread type: Never/rarely use spread
1428_0,Spread type: Never/rarely use spread
1428_1,Spread type: Butter/spreadable butter
1428_1,Spread type: Butter/spreadable butter
1428_1,Spread type: Butter/spreadable butter
1428_2,Spread type: Flora Pro-Active/Benecol
1428_2,Spread type: Flora Pro-Active/Benecol
1428_2,Spread type: Flora Pro-Active/Benecol
1428_3,Spread type: Other type of spread/margarine
1428_3,Spread type: Other type of spread/margarine
1428_3,Spread type: Other type of spread/margarine
1438_irnt,Bread intake
1438_irnt,Bread intake
1438_irnt,Bread intake
1438_raw,Bread intake
1438_raw,Bread intake
1438_raw,Bread intake
1448_1,Bread type: White
1448_1,Bread type: White
1448_1,Bread type: White
1448_2,Bread type: Brown
1448_2,Bread type: Brown
1448_2,Bread type: Brown
1448_3,Bread type: Wholemeal or wholegrain
1448_3,Bread type: Wholemeal or wholegrain
1448_3,Bread type: Wholemeal or wholegrain
1448_4,Bread type: Other type of bread
1448_4,Bread type: Other type of bread
1448_4,Bread type: Other type of bread
1458,Cereal intake
1458,Cereal intake
1458,Cereal intake
1468_1,"Cereal type: Bran cereal (e.g. All Bran, Branflakes)"
1468_1,"Cereal type: Bran cereal (e.g. All Bran, Branflakes)"
1468_1,"Cereal type: Bran cereal (e.g. All Bran, Branflakes)"
1468_2,Cereal type: Biscuit cereal (e.g. Weetabix)
1468_2,Cereal type: Biscuit cereal (e.g. Weetabix)
1468_2,Cereal type: Biscuit cereal (e.g. Weetabix)
1468_3,"Cereal type: Oat cereal (e.g. Ready Brek, porridge)"
1468_3,"Cereal type: Oat cereal (e.g. Ready Brek, porridge)"
1468_3,"Cereal type: Oat cereal (e.g. Ready Brek, porridge)"
1468_4,Cereal type: Muesli
1468_4,Cereal type: Muesli
1468_4,Cereal type: Muesli
1468_5,"Cereal type: Other (e.g. Cornflakes, Frosties)"
1468_5,"Cereal type: Other (e.g. Cornflakes, Frosties)"
1468_5,"Cereal type: Other (e.g. Cornflakes, Frosties)"
1478,Salt added to food
1478,Salt added to food
1478,Salt added to food
1488_irnt,Tea intake
1488_irnt,Tea intake
1488_irnt,Tea intake
1488_raw,Tea intake
1488_raw,Tea intake
1488_raw,Tea intake
1498,Coffee intake
1498,Coffee intake
1498,Coffee intake
1508_1,Coffee type: Decaffeinated coffee (any type)
1508_1,Coffee type: Decaffeinated coffee (any type)
1508_1,Coffee type: Decaffeinated coffee (any type)
1508_2,Coffee type: Instant coffee
1508_2,Coffee type: Instant coffee
1508_2,Coffee type: Instant coffee
1508_3,"Coffee type: Ground coffee (include espresso, filter etc)"
1508_3,"Coffee type: Ground coffee (include espresso, filter etc)"
1508_3,"Coffee type: Ground coffee (include espresso, filter etc)"
1508_4,Coffee type: Other type of coffee
1508_4,Coffee type: Other type of coffee
1508_4,Coffee type: Other type of coffee
1518,Hot drink temperature
1518,Hot drink temperature
1518,Hot drink temperature
1528,Water intake
1528,Water intake
1528,Water intake
1538_0,Major dietary changes in the last 5 years: No
1538_0,Major dietary changes in the last 5 years: No
1538_0,Major dietary changes in the last 5 years: No
1538_1,"Major dietary changes in the last 5 years: Yes, because of illness"
1538_1,"Major dietary changes in the last 5 years: Yes, because of illness"
1538_1,"Major dietary changes in the last 5 years: Yes, because of illness"
1538_2,"Major dietary changes in the last 5 years: Yes, because of other reasons"
1538_2,"Major dietary changes in the last 5 years: Yes, because of other reasons"
1538_2,"Major dietary changes in the last 5 years: Yes, because of other reasons"
1548,Variation in diet
1548,Variation in diet
1548,Variation in diet
1558,Alcohol intake frequency.
1558,Alcohol intake frequency.
1558,Alcohol intake frequency.
1568,Average weekly red wine intake
1568,Average weekly red wine intake
1568,Average weekly red wine intake
1578,Average weekly champagne plus white wine intake
1578,Average weekly champagne plus white wine intake
1578,Average weekly champagne plus white wine intake
1588,Average weekly beer plus cider intake
1588,Average weekly beer plus cider intake
1588,Average weekly beer plus cider intake
1598,Average weekly spirits intake
1598,Average weekly spirits intake
1598,Average weekly spirits intake
1608,Average weekly fortified wine intake
1608,Average weekly fortified wine intake
1608,Average weekly fortified wine intake
1618,Alcohol usually taken with meals
1618,Alcohol usually taken with meals
1618,Alcohol usually taken with meals
1628,Alcohol intake versus 10 years previously
1628,Alcohol intake versus 10 years previously
1628,Alcohol intake versus 10 years previously
1677,Breastfed as a baby
1677,Breastfed as a baby
1677,Breastfed as a baby
1687,Comparative body size at age 10
1687,Comparative body size at age 10
1687,Comparative body size at age 10
1697,Comparative height size at age 10
1697,Comparative height size at age 10
1697,Comparative height size at age 10
1707_1,Handedness (chirality/laterality): Right-handed
1707_1,Handedness (chirality/laterality): Right-handed
1707_1,Handedness (chirality/laterality): Right-handed
1707_2,Handedness (chirality/laterality): Left-handed
1707_2,Handedness (chirality/laterality): Left-handed
1707_2,Handedness (chirality/laterality): Left-handed
1707_3,Handedness (chirality/laterality): Use both right and left hands equally
1707_3,Handedness (chirality/laterality): Use both right and left hands equally
1707_3,Handedness (chirality/laterality): Use both right and left hands equally
1717,Skin colour
1717,Skin colour
1717,Skin colour
1727,Ease of skin tanning
1727,Ease of skin tanning
1727,Ease of skin tanning
1737,Childhood sunburn occasions
1737,Childhood sunburn occasions
1737,Childhood sunburn occasions
1747_1,"Hair colour (natural, before greying): Blonde"
1747_1,"Hair colour (natural, before greying): Blonde"
1747_1,"Hair colour (natural, before greying): Blonde"
1747_2,"Hair colour (natural, before greying): Red"
1747_2,"Hair colour (natural, before greying): Red"
1747_2,"Hair colour (natural, before greying): Red"
1747_3,"Hair colour (natural, before greying): Light brown"
1747_3,"Hair colour (natural, before greying): Light brown"
1747_3,"Hair colour (natural, before greying): Light brown"
1747_4,"Hair colour (natural, before greying): Dark brown"
1747_4,"Hair colour (natural, before greying): Dark brown"
1747_4,"Hair colour (natural, before greying): Dark brown"
1747_5,"Hair colour (natural, before greying): Black"
1747_5,"Hair colour (natural, before greying): Black"
1747_5,"Hair colour (natural, before greying): Black"
1747_6,"Hair colour (natural, before greying): Other"
1747_6,"Hair colour (natural, before greying): Other"
1747_6,"Hair colour (natural, before greying): Other"
1757,Facial ageing
1757,Facial ageing
1757,Facial ageing
1767,Adopted as a child
1767,Adopted as a child
1767,Adopted as a child
1777,Part of a multiple birth
1777,Part of a multiple birth
1777,Part of a multiple birth
1787,Maternal smoking around birth
1787,Maternal smoking around birth
1787,Maternal smoking around birth
1797,Father still alive
1797,Father still alive
1797,Father still alive
1807_irnt,Father's age at death
1807_irnt,Father's age at death
1807_irnt,Father's age at death
1807_raw,Father's age at death
1807_raw,Father's age at death
1807_raw,Father's age at death
1835,Mother still alive
1835,Mother still alive
1835,Mother still alive
1873,Number of full brothers
1873,Number of full brothers
1873,Number of full brothers
1883,Number of full sisters
1883,Number of full sisters
1883,Number of full sisters
189_irnt,Townsend deprivation index at recruitment
189_irnt,Townsend deprivation index at recruitment
189_irnt,Townsend deprivation index at recruitment
189_raw,Townsend deprivation index at recruitment
189_raw,Townsend deprivation index at recruitment
189_raw,Townsend deprivation index at recruitment
1920,Mood swings
1920,Mood swings
1920,Mood swings
1930,Miserableness
1930,Miserableness
1930,Miserableness
1940,Irritability
1940,Irritability
1940,Irritability
1950,Sensitivity / hurt feelings
1950,Sensitivity / hurt feelings
1950,Sensitivity / hurt feelings
1960,Fed-up feelings
1960,Fed-up feelings
1960,Fed-up feelings
1970,Nervous feelings
1970,Nervous feelings
1970,Nervous feelings
1980,Worrier / anxious feelings
1980,Worrier / anxious feelings
1980,Worrier / anxious feelings
1990,Tense / 'highly strung'
1990,Tense / 'highly strung'
1990,Tense / 'highly strung'
2000,Worry too long after embarrassment
2000,Worry too long after embarrassment
2000,Worry too long after embarrassment
20001_1001,"Cancer code, self-reported: lung cancer"
20001_1001,"Cancer code, self-reported: lung cancer"
20001_1002,"Cancer code, self-reported: breast cancer"
20001_1003,"Cancer code, self-reported: skin cancer"
20001_1003,"Cancer code, self-reported: skin cancer"
20001_1003,"Cancer code, self-reported: skin cancer"
20001_1006,"Cancer code, self-reported: larynx/throat cancer"
20001_1006,"Cancer code, self-reported: larynx/throat cancer"
20001_1011,"Cancer code, self-reported: tongue cancer"
20001_1017,"Cancer code, self-reported: oesophageal cancer"
20001_1017,"Cancer code, self-reported: oesophageal cancer"
20001_1018,"Cancer code, self-reported: stomach cancer"
20001_1019,"Cancer code, self-reported: small intestine/small bowel cancer"
20001_1020,"Cancer code, self-reported: large bowel cancer/colorectal cancer"
20001_1020,"Cancer code, self-reported: large bowel cancer/colorectal cancer"
20001_1020,"Cancer code, self-reported: large bowel cancer/colorectal cancer"
20001_1022,"Cancer code, self-reported: colon cancer/sigmoid cancer"
20001_1022,"Cancer code, self-reported: colon cancer/sigmoid cancer"
20001_1022,"Cancer code, self-reported: colon cancer/sigmoid cancer"
20001_1023,"Cancer code, self-reported: rectal cancer"
20001_1023,"Cancer code, self-reported: rectal cancer"
20001_1023,"Cancer code, self-reported: rectal cancer"
20001_1024,"Cancer code, self-reported: liver/hepatocellular cancer"
20001_1030,"Cancer code, self-reported: eye and/or adnexal cancer"
20001_1032,"Cancer code, self-reported: brain cancer / primary malignant brain tumour"
20001_1034,"Cancer code, self-reported: kidney/renal cell cancer"
20001_1034,"Cancer code, self-reported: kidney/renal cell cancer"
20001_1034,"Cancer code, self-reported: kidney/renal cell cancer"
20001_1035,"Cancer code, self-reported: bladder cancer"
20001_1035,"Cancer code, self-reported: bladder cancer"
20001_1035,"Cancer code, self-reported: bladder cancer"
20001_1039,"Cancer code, self-reported: ovarian cancer"
20001_1040,"Cancer code, self-reported: uterine/endometrial cancer"
20001_1041,"Cancer code, self-reported: cervical cancer"
20001_1044,"Cancer code, self-reported: prostate cancer"
20001_1045,"Cancer code, self-reported: testicular cancer"
20001_1048,"Cancer code, self-reported: leukaemia"
20001_1050,"Cancer code, self-reported: multiple myeloma"
20001_1052,"Cancer code, self-reported: hodgkins lymphoma / hodgkins disease"
20001_1052,"Cancer code, self-reported: hodgkins lymphoma / hodgkins disease"
20001_1052,"Cancer code, self-reported: hodgkins lymphoma / hodgkins disease"
20001_1053,"Cancer code, self-reported: non-hodgkins lymphoma"
20001_1053,"Cancer code, self-reported: non-hodgkins lymphoma"
20001_1053,"Cancer code, self-reported: non-hodgkins lymphoma"
20001_1055,"Cancer code, self-reported: chronic lymphocytic"
20001_1055,"Cancer code, self-reported: chronic lymphocytic"
20001_1059,"Cancer code, self-reported: malignant melanoma"
20001_1059,"Cancer code, self-reported: malignant melanoma"
20001_1059,"Cancer code, self-reported: malignant melanoma"
20001_1060,"Cancer code, self-reported: non-melanoma skin cancer"
20001_1060,"Cancer code, self-reported: non-melanoma skin cancer"
20001_1060,"Cancer code, self-reported: non-melanoma skin cancer"
20001_1061,"Cancer code, self-reported: basal cell carcinoma"
20001_1061,"Cancer code, self-reported: basal cell carcinoma"
20001_1061,"Cancer code, self-reported: basal cell carcinoma"
20001_1062,"Cancer code, self-reported: squamous cell carcinoma"
20001_1062,"Cancer code, self-reported: squamous cell carcinoma"
20001_1062,"Cancer code, self-reported: squamous cell carcinoma"
20001_1063,"Cancer code, self-reported: primary bone cancer"
20001_1065,"Cancer code, self-reported: thyroid cancer"
20001_1065,"Cancer code, self-reported: thyroid cancer"
20001_1068,"Cancer code, self-reported: sarcoma/fibrosarcoma"
20001_1068,"Cancer code, self-reported: sarcoma/fibrosarcoma"
20001_1072,"Cancer code, self-reported: cin/pre-cancer cells cervix"
20001_1073,"Cancer code, self-reported: rodent ulcer"
20001_1073,"Cancer code, self-reported: rodent ulcer"
20001_1073,"Cancer code, self-reported: rodent ulcer"
20001_99999,"Cancer code, self-reported: unclassifiable"
20001_99999,"Cancer code, self-reported: unclassifiable"
20001_99999,"Cancer code, self-reported: unclassifiable"
20002_1065,"Non-cancer illness code, self-reported: hypertension"
20002_1065,"Non-cancer illness code, self-reported: hypertension"
20002_1065,"Non-cancer illness code, self-reported: hypertension"
20002_1066,"Non-cancer illness code, self-reported: heart/cardiac problem"
20002_1066,"Non-cancer illness code, self-reported: heart/cardiac problem"
20002_1066,"Non-cancer illness code, self-reported: heart/cardiac problem"
20002_1067,"Non-cancer illness code, self-reported: peripheral vascular disease"
20002_1067,"Non-cancer illness code, self-reported: peripheral vascular disease"
20002_1067,"Non-cancer illness code, self-reported: peripheral vascular disease"
20002_1072,"Non-cancer illness code, self-reported: essential hypertension"
20002_1072,"Non-cancer illness code, self-reported: essential hypertension"
